"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","BCoVConc","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"MMSD-P7",2021-09-13,"583024001",4.49,583509,6.859,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,596855,20945,NA,"Gene copies/L",1e+05,220000,"N",3,NA,570164,33152,"No","Gene copies/L","qPCR",NA,27401256,380000,"IDT","DNA-plasm",NA,"upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44452","355660",583356.9,2
"MMSD-P8",2021-09-13,"583027001",5.96,159923,3.117,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,184090,38358,NA,"Gene copies/L",1e+05,220000,"N",3,NA,135755,17033,"No","Gene copies/L","qPCR",NA,42294782,380000,"IDT","DNA-plasm",NA,"upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44452","355660",158085.9,2
"MMSD-P11",2021-09-13,"583029001",8.6,124025,4.022,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,147638,21470,NA,"Gene copies/L",1e+05,220000,"N",3,NA,100411,9522,"Yes","Gene copies/L","qPCR",NA,22214498,380000,"IDT","DNA-plasm",NA,"upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44452","355660",121755.8,2
"MMSD-P18",2021-09-13,"583030001",9.96,281419,0.61,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,260056,30875,NA,"Gene copies/L",1e+05,220000,"N",3,NA,302782,17424,"No","Gene copies/L","qPCR",NA,27272713,380000,"IDT","DNA-plasm",NA,"upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44452","355660",280607,2
"Janesville",2021-09-11,"583037001",8.85,110372,1.736,4.53224,16.1,"24hr-FWCmp","filtMgCl2",NA,"Rock",NA,"WI0030350",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,94067,18388,NA,"Gene copies/L",66000,140000,"N",3,NA,126676,9212,"No","Gene copies/L","qPCR",7.56,8637884,63500,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,"44450","355660",109160.6,2
"Kenosha",2021-09-10,"583038001",16.52,194095,1.069,4.53224,28,"24hr-FWCmp","filtMgCl2",1035,"Kenosha",NA,"WI0028703",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,189933,14792,NA,"Gene copies/L",66000,140000,"N",3,NA,198256,7098,"No","Gene copies/L","qPCR",7.4,20771219,122000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53143",NA,"44449","355660",194049.9,2
"Peshtigo",2021-09-13,"583039001",0.554,147922,8.364,4.53224,4.2,"24hr-FWCmp","filtMgCl2",NA,"Marinette","3.4","WI0030651",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,122028,13297,NA,"Gene copies/L",66000,140000,"N",3,NA,173816,21035,"No","Gene copies/L","qPCR",7.5,3405946,4000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.8,NA,NA,NA,"54157",NA,"44452","355660",145638,2
"Sheboygan",2021-09-11,"583040001",9.49,297795,0.506,4.53224,18.4,"24hr-FWCmp","filtMgCl2",NA,"Sheboygan",NA,"WI0025411",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,305295,36716,NA,"Gene copies/L",66000,140000,"N",3,NA,290294,33736,"No","Gene copies/L","qPCR",7.5,23754966,75000,"IDT","DNA-plasm","0.25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.56,NA,NA,NA,"53081",NA,"44450","355660",297700,2
"Sun Prairie",2021-09-14,"583068001",3.172,307363,0.001,4.53224,6.2,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0020478",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,272942,33527,NA,"Gene copies/L",1e+05,220000,"N",3,NA,341784,22776,"No","Gene copies/L","qPCR",7.58,15102355,34926,"IDT","DNA-plasm","0.27986111111111112","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.5,NA,NA,NA,"53590",NA,"44453","355660",305429.5,2
"Whitewater",2021-09-14,"583404001",1.211,258580,7.125,4.53224,3.65,"24hr-FWCmp","filtMgCl2",1560,"Walworth",NA,"WI0020001",0.75,"PromegaHT","No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,313870,12290,NA,"Gene copies/L",87000,180000,"N",3,NA,203290,37125,"No","Gene copies/L","qPCR",7.8,23782984,14000,"IDT","DNA-plasm","0.28819444444444448","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53190",NA,"44453","355660",252599.7,2
"Hartford",2021-09-14,"583405001",1.61,154984,1.021,4.53224,3.6,"24hr-FWCmp","filtMgCl2",NA,"Washington",NA,"WI0020192",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,173148,12152,NA,"Gene copies/L",66000,140000,"N",3,NA,136820,15875,"No","Gene copies/L","qPCR",7.69,2265053,15200,"IDT","DNA-plasm","0.30624999999999997","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53027",NA,"44453","355660",153915.9,2
"Clintonville",2021-09-11,"583408001",0.54,951582,5.639,4.53224,0.679,"24hr-FWCmp","filtMgCl2",NA,"Waupaca",NA,"WI0021466",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,944387,119990,NA,"Gene copies/L",66000,140000,"N",3,NA,958777,51834,"No","Gene copies/L","qPCR",NA,10270242,4455,"IDT","DNA-plasm","0.54166666666666663","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54929",NA,"44450","355660",951554.8,2
"Clintonville",2021-09-14,"583409001",0.602,632837,2.081,4.53224,0.679,"24hr-FWCmp","filtMgCl2",NA,"Waupaca",NA,"WI0021466",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,633490,44638,NA,"Gene copies/L",66000,140000,"N",3,NA,632183,44993,"No","Gene copies/L","qPCR",7.9,19009300,4455,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54929",NA,"44453","355660",632836.2,2
"Oshkosh",2021-09-14,"583414001",10.929,709963,13.362,4.53224,20,"24hr-FWCmp","filtMgCl2",NA,"Winnebago",NA,"WI0025038",0.75,"PromegaHT","No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,786196,79060,NA,"Gene copies/L",87000,180000,"N",3,NA,633730,40929,"No","Gene copies/L","qPCR",7.85,17665414,67000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,"44453","355660",705858.3,2
"Ashland",2021-09-14,"583416001",1.145,260569,0.139,4.53224,1.92,"24hr-FWCmp","filtMgCl2",724,"Ashland",NA,"WI0030767",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,280865,23735,NA,"Gene copies/L",1e+05,220000,"N",3,NA,240272,18883,"No","Gene copies/L","qPCR",6.92,124806036,8000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54806",NA,"44453","355660",259776.8,2
"Ashland",2021-09-13,"583419001",0.585,240515,11.339,4.53224,1.92,"24hr-FWCmp","filtMgCl2",822.6,"Ashland",NA,"WI0030767",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,275887,21550,NA,"Gene copies/L",66000,140000,"N",3,NA,205143,17206,"No","Gene copies/L","qPCR",7.14,12549023,8000,"IDT","DNA-plasm","0.3298611111111111","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54806",NA,"44452","355660",237899.7,2
"Hayward",2021-09-14,"583422001",0.307067,136329,1.866,4.53224,0.772,"24hr-FWCmp","filtMgCl2",NA,"Sawyer",NA,"WI0021121",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,112801,8860,NA,"Gene copies/L",1e+05,220000,"N",3,NA,159856,30698,"No","Gene copies/L","qPCR",NA,9701727,2375,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54843",NA,"44453","355660",134283,2
"Marshfield",2021-09-14,"583423001",2.548,NA,0.007,4.53224,4.63,"24hr-FWCmp","filtMgCl2",NA,"Wood","5.8","WI0021024",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",6.9,12206737,19316,"IDT","DNA-plasm","0.3263888888888889","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.3,NA,NA,NA,"54449",NA,"44453","355660",NA,0
"Hudson",2021-09-14,"583427001",1.706,54062,2.701,4.53224,2.2,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix","6.01","WI0024279",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,54971,14931,NA,"Gene copies/L",66000,140000,"N",3,NA,53153,15870,"Yes","Gene copies/L","qPCR",7.8,3777052,19680,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10,NA,NA,NA,"54016",NA,"44453","355660",54054.36,2
"Lodi",2021-09-14,"583431001",0.301,726263,2.605,4.53224,0.542,"24hr-FWCmp","filtMgCl2",NA,"Columbia",NA,"WI0022918",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,788682,70878,NA,"Gene copies/L",66000,140000,"N",3,NA,663843,47465,"No","Gene copies/L","qPCR",7,14772977,3100,"IDT","DNA-plasm","0.2673611111111111","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53555",NA,"44453","355660",723575.2,2
"Appleton",2021-09-14,"583434001",9.3,114858,3.159,4.53224,15.5,"24hr-FWCmp","filtMgCl2",NA,"Outagamie",NA,"WI0023221",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,120994,38291,NA,"Gene copies/L",1e+05,220000,"N",3,NA,108721,9566,"No","Gene copies/L","qPCR",7.1,19555720,74832,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",21,NA,NA,"25 ML FILTERED 25 ML FILTERED SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54914",NA,"44453","355660",114693.5,2
"Columbus",2021-09-14,"583436001",0.751,254235,1.588,4.53224,1.165,"24hr-FWCmp","filtMgCl2",NA,"Columbia","3","WI0021008",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,259495,20942,NA,"Gene copies/L",66000,140000,"N",3,NA,248975,17389,"No","Gene copies/L","qPCR",7.7,8214777,7000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.8,NA,NA,NA,"53925",NA,"44453","355660",254180.6,2
"New Richmond",2021-09-14,"583438001",0.646,917635,3.37,4.53224,0.98,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix",NA,"WI0021245",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,1094706,115858,NA,"Gene copies/L",66000,140000,"N",3,NA,740563,57649,"No","Gene copies/L","qPCR",7.59,11836845,9167,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54017",NA,"44453","355660",900388.1,2
"La Crosse",2021-09-14,"583440001",9.17,307371,2.947,4.53224,20,"24hr-FWCmp","filtMgCl2",NA,"La Crosse",NA,"WI0029581",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,330104,34233,NA,"Gene copies/L",66000,140000,"N",3,NA,284638,17956,"No","Gene copies/L","qPCR",7.59,21806752,85000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54601",NA,"44453","355660",306529.2,2
"Wausau",2021-09-14,"583442001",4.79,240413,4.035,4.53224,8.2,"24hr-FWCmp","filtMgCl2",NA,"Marathon",NA,"WI0025739",0.75,"PromegaHT","No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,309790,35692,NA,"Gene copies/L",87000,180000,"N",3,NA,171036,15846,"No","Gene copies/L","qPCR",NA,23813698,42000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54401",NA,"44453","355660",230185.2,2
"Menomonie",2021-09-14,"583444001",1.511,360102,11.983,4.53224,2.88,"24hr-FWCmp","filtMgCl2",1521,"Dunn","2.17","WI0024708",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,353495,85027,NA,"Gene copies/L",1e+05,220000,"N",3,NA,366710,42085,"No","Gene copies/L","qPCR",7.5,43830024,16000,"IDT","DNA-plasm","0.29444444444444445","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19,NA,NA,NA,"54751",NA,"44453","355660",360041.9,2
"Portage",2021-07-14,"583446001",1.712,323268,4.413,4.53224,2.102,"24hr-FWCmp","filtMgCl2",NA,"Columbia","2.63","WI0020427",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,346425,23549,NA,"Gene copies/L",66000,140000,"N",3,NA,300112,51145,"No","Gene copies/L","qPCR",7.8,22838175,10693,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.89,NA,NA,NA,"53901",NA,"44391","355660",322438.1,2
"Rhinelander",2021-09-14,"583447001",0.76,210993,11.652,4.53224,2.21,"24hr-FWCmp","filtMgCl2",NA,"Oneida",NA,"WI0020044",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,226523,11114,NA,"Gene copies/L",1e+05,220000,"N",3,NA,195463,13283,"No","Gene copies/L","qPCR",6.93,15885313,7800,"IDT","DNA-plasm","0.40902777777777777","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,NA,NA,NA,"54501",NA,"44453","355660",210420.7,2
"Manitowoc",2021-09-14,"583450001",7.93,207183,8.46,4.53224,15.5,"24hr-FWCmp","filtMgCl2",NA,"Manitowoc",NA,"WI0024601",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,215185,39020,NA,"Gene copies/L",1e+05,220000,"N",3,NA,199181,28519,"No","Gene copies/L","qPCR",7.4,6223305,34450,"IDT","DNA-plasm","0.5","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.6,NA,NA,NA,"54220",NA,"44453","355660",207028.4,2
"Mauston",2021-09-14,"583452001",0.358,44981,5.803,4.53224,1.1,"24hr-FWCmp","filtMgCl2",NA,"Juneau",NA,"WI0024635",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,55912,5271,NA,"Gene copies/L",66000,140000,"N",3,NA,34049,6673,"Yes","Gene copies/L","qPCR",7.6,2979525,4500,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53948",NA,"44453","355660",43631.96,2
"Rib Lake",2021-09-14,"583458001",0.074,166910,11.52,4.53224,0.5,"24hr-FWCmp","filtMgCl2",NA,"Taylor","1.99","WI0029017",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,186306,39915,NA,"Gene copies/L",66000,140000,"N",3,NA,147513,21827,"No","Gene copies/L","qPCR",7.79,10491467,386,"IDT","DNA-plasm","0.41666666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.7,NA,NA,NA,"54470",NA,"44453","355660",165778.6,2
"Mondovi",2021-09-14,"583460001",0.257,4653762,4.167,4.53224,0.3,"24hr-FWCmp","filtMgCl2",NA,"Buffalo",NA,"WI0020591",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,5021443,233802,NA,"Gene copies/L",1e+05,220000,"N",3,NA,4286082,280834,"No","Gene copies/L","qPCR",6.8,66346077,2800,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54755",NA,"44453","355660",4639215,2
"Viroqua",2021-09-14,"583461001",0.304,581232,2.1,4.53224,0.535,"24hr-FWCmp","filtMgCl2",NA,"Vernon",NA,"WI0021920",0.75,"PromegaHT","No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,663156,110937,NA,"Gene copies/L",87000,180000,"N",3,NA,499309,41446,"No","Gene copies/L","qPCR",7.86,25350780,4335,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54665",NA,"44453","355660",575430.1,2
"Kenosha",2021-09-14,"583463001",16.39,199116,6.314,4.53224,28,"24hr-FWCmp","filtMgCl2",1154,"Kenosha",NA,"WI0028703",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,229044,14141,NA,"Gene copies/L",66000,140000,"N",3,NA,169188,5801,"No","Gene copies/L","qPCR",7.4,11914995,122000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53143",NA,"44453","355660",196854,2
"Merrill",2021-09-14,"583469001",1.18,287503,8.053,4.53224,3.06,"24hr-FWCmp","filtMgCl2",NA,"Lincoln",NA,"WI0020150",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,298398,4076,NA,"Gene copies/L",66000,140000,"N",3,NA,276609,45965,"No","Gene copies/L","qPCR",7.63,9407046,10000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54452",NA,"44453","355660",287297,2
"Lac du Flambeau",2021-09-14,"583483001",0.112,679773,1.354,4.53224,0.19,"24hr-TWCmp","filtMgCl2",NA,"Vilas",NA,"WI0036498",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,766853,65749,NA,"Gene copies/L",1e+05,220000,"N",3,NA,592693,33596,"No","Gene copies/L","qPCR",7.26,39173408,3400,"IDT","DNA-plasm","0.375","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16,NA,NA,NA,"54538",NA,"44453","355660",674172.4,2
"Berlin WWTP",2021-09-14,"583484001",0.627,344543,3.682,4.53224,1.5,"24hr-FWCmp","filtMgCl2",NA,"Green Lake",NA,"WI0021229",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,364873,35462,NA,"Gene copies/L",66000,140000,"N",3,NA,324212,10390,"No","Gene copies/L","qPCR",6.92,33252314,6000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.8,NA,NA,NA,"54923",NA,"44453","355660",343942.2,2
"BlackRiverFallsWWTP",2021-09-14,"583485001",0.545,149481,10.437,4.53224,1.5,"24hr-FWCmp","filtMgCl2",NA,"Jackson",NA,"WI0021954",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,151183,37904,NA,"Gene copies/L",66000,140000,"N",3,NA,147779,17238,"No","Gene copies/L","qPCR",7.04,21443754,5200,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54615",NA,"44453","355660",149471.3,2
"Oconomowoc",2021-09-14,"583486001",3.147,114186,2.466,4.53224,4.02,"24hr-FWCmp","filtMgCl2",NA,"Waukesha","2.23","WI0021181",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,127754,8658,NA,"Gene copies/L",66000,140000,"N",3,NA,100618,23290,"No","Gene copies/L","qPCR",7.7,18308233,34135,"IDT","DNA-plasm","0.31944444444444448","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12.7,NA,NA,NA,"53066",NA,"44453","355660",113377,2
"Plymouth",2021-09-14,"583487001",1.6,351613,0.4,4.53224,1.8,"24hr-FWCmp","filtMgCl2",NA,"Sheboygan",NA,"WI0030031",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,508390,50179,NA,"Gene copies/L",66000,140000,"N",3,NA,194836,20529,"No","Gene copies/L","qPCR",8,57177653,9000,"IDT","DNA-plasm","0.32500000000000001","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53073",NA,"44453","355660",314726.3,2
"Baraboo",2021-09-14,"583488001",1.58,391800,6.333,4.53224,2.53,"24hr-FWCmp","filtMgCl2",NA,"Sauk",NA,"WI0020605",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,455399,59792,NA,"Gene copies/L",66000,140000,"N",3,NA,328201,54728,"No","Gene copies/L","qPCR",NA,20050387,14000,"IDT","DNA-plasm","0.30486111111111108","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,"44453","355660",386603.7,2
"Monroe",2021-09-14,"583489001",1.714,78281,0.962,4.53224,3.7,"24hr-FWCmp","filtMgCl2",NA,"Green",NA,"WI0020362",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,125557,49762,NA,"Gene copies/L",1e+05,220000,"N",3,NA,31006,10062,"Yes","Gene copies/L","qPCR",7.49,16477927,10800,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53566",NA,"44453","355660",62394.07,2
"Lake Geneva",2021-09-14,"583490001",0.9799528,323309,1.44,4.53224,2.5,"24hr-FWCmp","filtMgCl2",NA,"Walworth","2.63","WI0021130",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,374421,32601,NA,"Gene copies/L",66000,140000,"N",3,NA,272197,13464,"No","Gene copies/L","qPCR",7.71,19026962,8000,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.2,NA,NA,NA,"53147",NA,"44453","355660",319243.3,2
"River Falls",2021-09-14,"583492001",1.399,243913,10.967,4.53224,1.8,"24hr-FWCmp","filtMgCl2",NA,"Pierce","4.25","WI0029394",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,301091,32258,NA,"Gene copies/L",66000,140000,"N",3,NA,186736,10063,"No","Gene copies/L","qPCR",7.39,15748478,16000,"IDT","DNA-plasm","0.3125","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.1,NA,NA,NA,"54022",NA,"44453","355660",237117.1,2
"Janesville",2021-09-14,"583527001",8.82,203385,5.266,4.53224,16.1,"24hr-FWCmp","filtMgCl2",NA,"Rock",NA,"WI0030350",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,237817,18810,NA,"Gene copies/L",66000,140000,"N",3,NA,168954,20353,"No","Gene copies/L","qPCR",7.68,7140531,63500,"IDT","DNA-plasm","0.30555555555555552","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53548",NA,"44453","355660",200449.8,2
"Marinette",2021-09-14,"583528001",2.08,590055,6.888,4.53224,7.8,"24hr-FWCmp","filtMgCl2",NA,"Marinette",NA,"WI0026182",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,631616,60282,NA,"Gene copies/L",1e+05,220000,"N",3,NA,548493,16888,"No","Gene copies/L","qPCR",NA,19889464,10608,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54143",NA,"44453","355660",588589,2
"Sheboygan",2021-09-14,"583529001",9.969,304564,5.08,4.53224,18.4,"24hr-FWCmp","filtMgCl2",NA,"Sheboygan",NA,"WI0025411",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,365279,52147,NA,"Gene copies/L",66000,140000,"N",3,NA,243848,15021,"No","Gene copies/L","qPCR",7.4,34071213,75000,"IDT","DNA-plasm","0.25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.56,NA,NA,NA,"53081",NA,"44453","355660",298450.3,2
"Stevens Point",2021-09-11,"583530001",2.85,327173,4.736,4.53224,4.55,"24hr-FWCmp","filtMgCl2",1434,"Portage",NA,"WI0029572",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,355526,27736,NA,"Gene copies/L",66000,140000,"N",3,NA,298821,38448,"No","Gene copies/L","qPCR",7.17,52301369,27000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54481",NA,"44450","355660",325942.7,2
