"Site","epaid","Pop","sample_id","repName","n1_sars_cov2_units","N1","N1LOD","n2_sars_cov2_units","N2","N2LOD","PMMoV","hf183_conc","Date","sample_collect_time","test_result_date","FlowRate","tss","ph","bod","conductivity","temperature","do","created_on","last_modified_on","lab_submitter","n1_lod","n1_loq","n2_lod","n2_loq"
"Viroqua WWTF","WI0021920",4335,"604098001","dPCR","Gene copies/L",243200,TRUE,"Gene copies/L",243200,TRUE,133880000,NA,2022-02-01,"8:31","2/9/2022 12:55",0.276,NA,"8.26",NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","250000","610000","250000","520000"
"Whitewater WWTF","WI0020001",14000,"604102001","dPCR","Gene copies/L",453600,FALSE,"Gene copies/L",288800,FALSE,282360000,NA,2022-02-01,"8:23","2/9/2022 12:55",1.268,NA,"7.97",NA,"1430",NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","120000","310000","120000","260000"
"Wausau Water Works WWTF","WI0025739",42000,"604114001","dPCR","Gene copies/L",574400,FALSE,"Gene copies/L",574400,FALSE,-1,NA,2022-02-01,"8:00","2/9/2022 12:55",3.51,NA,NA,NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","250000","610000","250000","520000"
"MMSD-P11","WI0024597",106791,"604291001","dPCR","Gene copies/L",255040,FALSE,"Gene copies/L",302720,FALSE,407760000,NA,2022-02-03,"0:00","2/9/2022 12:55",7.72,NA,NA,NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","50000","120000","50000","100000"
"MMSD-P18","WI0024597",89139,"604292001","dPCR","Gene copies/L",267840,FALSE,"Gene copies/L",217600,FALSE,206440000,NA,2022-02-03,"0:00","2/9/2022 12:55",10.77,NA,NA,NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","50000","120000","50000","100000"
"Whitewater WWTF","WI0020001",14000,"604342001","dPCR","Gene copies/L",312000,FALSE,"Gene copies/L",259840,FALSE,270640000,NA,2022-02-02,"8:07","2/9/2022 12:55",1.276,NA,"7.8",NA,"1370","7","4.23","2/11/2022 11:11","2/11/2022 11:11","SLH","50000","120000","50000","100000"
"Madison","WI0024597",391815,"604363001","dPCR","Gene copies/L",427840,FALSE,"Gene copies/L",198400,FALSE,336680000,NA,2022-02-03,"0:00","2/9/2022 12:55",35.3,NA,"7.85",NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","50000","120000","50000","100000"
"Green Bay MSD","WI0065251",189000,"2440","droplet digital PCR","copies/L wastewater",6451.2,FALSE,"copies/L wastewater",10752,FALSE,187851776,NA,2022-02-06,"6:00","2/10/2022",22.54,"447","7.5","228","2060",NA,NA,"2/11/2022 10:12","4/12/2022 18:30","UWM","6451.2","21504","6451.2","21504"
"Sun Prairie WWTF","WI0020478",34926,"604405001","dPCR","Gene copies/L",213920,FALSE,"Gene copies/L",196800,FALSE,271120000,NA,2022-02-03,"6:29","2/9/2022 12:55",2.518,NA,"7.72",NA,NA,"13.2",NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","25000","61000","25000","52000"
"Black River Falls WWTF","WI0021954",5200,"604490001","dPCR","Gene copies/L",1670400,FALSE,"Gene copies/L",1879200,FALSE,271480000,NA,2022-02-03,"8:00","2/9/2022 12:55",3.94,NA,"7.34",NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","120000","310000","120000","260000"
"Superior WWTP","WI0025593",26751,"604498001","dPCR","Gene copies/L",540800,FALSE,"Gene copies/L",464000,FALSE,1.72e+08,NA,2022-02-02,"0:00","2/9/2022 12:55",1.946,NA,NA,NA,NA,NA,NA,"2/11/2022 11:11","2/11/2022 11:11","SLH","250000","610000","250000","520000"
"Oshkosh WWTP","WI0025038",67000,"605036001","dPCR","Gene copies/L",196960,FALSE,"Gene copies/L",213440,FALSE,178160000,NA,2022-02-08,"7:00","2/9/2022 0:00",6.948,NA,"7.93",NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Portage WWTF","WI0020427",10693,"605040001","dPCR","Gene copies/L",91040,FALSE,"Gene copies/L",106240,FALSE,147960000,NA,2022-02-08,"7:15","2/9/2022 0:00",1.52,NA,"7.8",NA,NA,"8.33","5.25","2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Plymouth Utilities WWTF","WI0030031",9000,"605044001","dPCR","Gene copies/L",98400,FALSE,"Gene copies/L",90240,FALSE,120840000,NA,2022-02-08,"7:33","2/9/2022 0:00",1.481,NA,"8.1",NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Merrill WWTP","WI0020150",10000,"605046001","dPCR","Gene copies/L",153440,FALSE,"Gene copies/L",209920,FALSE,105880000,NA,2022-02-08,"7:00","2/9/2022 0:00",1.064,NA,"7.33",NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Wausau Water Works WWTF","WI0025739",42000,"605087001","dPCR","Gene copies/L",138080,FALSE,"Gene copies/L",99680,FALSE,167520000,NA,2022-02-08,"8:00","2/9/2022 0:00",3.37,NA,NA,NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Wolf Treatment Plant","WI0028452",18000,"605092001","dPCR","Gene copies/L",172480,FALSE,"Gene copies/L",188960,FALSE,54360000,NA,2022-02-08,"7:00","2/9/2022 0:00",1.752,NA,"7.5",NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Milwaukee MSD Jones Island","WI0036820",470007,"2434","droplet digital PCR","copies/L wastewater",3276.8,FALSE,"copies/L wastewater",8268.8,FALSE,74234880,NA,2022-02-06,"0:00","2/10/2022",83,"200",NA,"200","1777",NA,NA,"2/11/2022 10:12","2/18/2022 10:37","UWM","3558.4","11827.2","3558.4","11827.2"
"Milwaukee MSD South Shore","WI0036820",615934,"2435","droplet digital PCR","copies/L wastewater",6553.6,FALSE,"copies/L wastewater",8755.2,FALSE,190187520,NA,2022-02-06,"0:00","2/10/2022",40,"330",NA,"510","1878",NA,NA,"2/11/2022 10:12","4/12/2022 18:30","UWM","6553.6","21862.4","6553.6","21862.4"
"Racine Wastewater Utility","WI0025194",139000,"2436","droplet digital PCR","copies/L wastewater",74828.8,FALSE,"copies/L wastewater",74828.8,FALSE,129220608,NA,2022-02-06,"0:00","2/10/2022",10.53,"55","7.36","160","1129","11.66666667",NA,"2/11/2022 10:12","4/1/2022 11:06","UWM","5350.4","17792","5350.4","17792"
"Monroe WWTF","WI0020362",10800,"605107001","dPCR","Gene copies/L",72640,FALSE,"Gene copies/L",137280,FALSE,214640000,NA,2022-02-08,"7:00","2/9/2022 0:00",1.715,NA,"7.88",NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Stevens Point WWTF","WI0029572",27000,"605108001","dPCR","Gene copies/L",145280,FALSE,"Gene copies/L",111200,FALSE,192120000,NA,2022-02-08,"7:00","2/9/2022 0:00",1.985,NA,"7.4",NA,"1682",NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Racine Wastewater Utility","WI0025194",139000,"2270","droplet digital PCR","copies/L wastewater",846080,FALSE,"copies/L wastewater",814924.8,FALSE,420965376,NA,2021-12-27,"0:00","1/3/2022",11.43,"108","7.04","137","1150","13.88888889",NA,"2/11/2022 10:12","4/12/2022 18:30","UWM","6067.2","20198.4","6067.2","20198.4"
"Waukesha WWTP","WI0029971",72549,"2437","droplet digital PCR","copies/L wastewater",0,TRUE,"copies/L wastewater",5529.6,FALSE,177820672,NA,2022-02-06,"8:00","2/10/2022",8.465,NA,NA,NA,"2260","4",NA,"2/11/2022 10:12","2/18/2022 10:37","UWM","3328","11059.2","3328","11059.2"
"Whitewater WWTF","WI0020001",14000,"605110001","dPCR","Gene copies/L",124160,FALSE,"Gene copies/L",100960,FALSE,3.84e+08,NA,2022-02-08,"8:04","2/9/2022 0:00",1.125,NA,"8.03",NA,"1410","7","4.22","2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Sheboygan WWTP","WI0025411",75000,"605113001","dPCR","Gene copies/L",25600,FALSE,"Gene copies/L",51200,FALSE,287800000,NA,2022-02-08,"6:00","2/9/2022 0:00",7.874,NA,"7.6",NA,NA,"16.66",NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Viroqua WWTF","WI0021920",4335,"605114001","dPCR","Gene copies/L",250080,FALSE,"Gene copies/L",183360,FALSE,198920000,NA,2022-02-08,"8:00","2/9/2022 0:00",0.22,NA,"8.15",NA,NA,NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"Stevens Point WWTF","WI0029572",27000,"605115001","dPCR","Gene copies/L",159360,FALSE,"Gene copies/L",134080,FALSE,125680000,NA,2022-02-05,"7:00","2/9/2022 0:00",1.964,NA,"7.9",NA,"1148",NA,NA,"2/11/2022 22:11","2/11/2022 22:11","SLH","25000","61000","25000","52000"
"MMSD-P18","WI0024597",89139,"604672001","dPCR","Gene copies/L",278080,FALSE,"Gene copies/L",179840,FALSE,142720000,NA,2022-02-07,"0:00","2/11/2022 16:25",10.61,NA,NA,NA,NA,NA,NA,"2/14/2022 22:12","2/14/2022 22:12","SLH","50000","120000","50000","100000"
"Appleton WWTF","WI0023221",74832,"613331001","dPCR","Gene copies/L",NA,TRUE,"Gene copies/L",NA,TRUE,10616000,NA,2022-04-09,"0:00","4/13/2022 0:00",18.5,NA,"7.7",NA,NA,"10",NA,"4/14/2022 22:07","4/14/2022 22:07","SLH","250000","610000","250000","520000"
"MMSD-P11","WI0024597",106791,"606936001","dPCR","Gene copies/L",392640,FALSE,"Gene copies/L",278080,FALSE,528840000,NA,2022-02-24,"0:00","2/24/2022 0:00",7.63,NA,NA,NA,NA,NA,NA,"2/28/2022 23:01","3/9/2022 22:07","SLH","50000","120000","50000","100000"
"MMSD-P18","WI0024597",89139,"606937001","dPCR","Gene copies/L",30720,TRUE,"Gene copies/L",46080,TRUE,295440000,NA,2022-02-24,"0:00","2/24/2022 0:00",10.65,NA,NA,NA,NA,NA,NA,"2/28/2022 23:01","3/9/2022 22:07","SLH","50000","120000","50000","100000"
"Whitewater WWTF","WI0020001",14000,"606966001","dPCR","Gene copies/L",32320,TRUE,"Gene copies/L",16320,TRUE,305040000,NA,2022-02-23,"8:20","2/24/2022 0:00",1.172,NA,"8.01",NA,"1510","5.5","3.27","2/28/2022 23:01","3/9/2022 22:07","SLH","50000","120000","50000","100000"
"Hudson WWTF","WI0024279",19680,"606974001","dPCR","Gene copies/L",78080,FALSE,"Gene copies/L",54720,FALSE,278520000,NA,2022-02-22,"7:00","2/24/2022 0:00",1.1531,NA,"7.5",NA,NA,"9.1","4.85","2/28/2022 23:01","3/9/2022 22:07","SLH","25000","61000","25000","52000"
"Platteville WWTF","WI0020435",14000,"606976001","dPCR","Gene copies/L",24480,TRUE,"Gene copies/L",8160,TRUE,95520000,NA,2022-02-23,"6:00","2/24/2022 0:00",0.9,NA,"8.04",NA,NA,"11.2","5.07","2/28/2022 23:01","3/9/2022 22:07","SLH","25000","61000","25000","52000"
"River Falls Municipal Utility WWTF","WI0029394",16000,"606980001","dPCR","Gene copies/L",30720,FALSE,"Gene copies/L",92160,FALSE,189480000,NA,2022-02-22,"7:35","2/24/2022 0:00",1.358,NA,"7.2",NA,NA,"6.8","2","2/28/2022 23:01","3/9/2022 22:07","SLH","25000","61000","25000","52000"
"Watertown WWTP","WI0028541",23655,"606982001","dPCR","Gene copies/L",40320,FALSE,"Gene copies/L",16160,TRUE,221120000,NA,2022-02-22,"6:00","2/24/2022 0:00",1.93,NA,NA,NA,NA,NA,NA,"2/28/2022 23:01","3/9/2022 22:07","SLH","25000","61000","25000","52000"
"Watertown WWTP","WI0028541",23655,"606983001","dPCR","Gene copies/L",76000,FALSE,"Gene copies/L",30400,FALSE,165320000,NA,2022-02-21,"6:00","2/24/2022 0:00",1.73,NA,NA,NA,NA,NA,NA,"2/28/2022 23:01","3/9/2022 22:07","SLH","25000","61000","25000","52000"
"Madison","WI0024597",391815,"606990001","dPCR","Gene copies/L",786240,FALSE,"Gene copies/L",688000,FALSE,432600000,NA,2022-02-24,"0:00","2/24/2022 0:00",34.46,NA,"7.79",NA,NA,NA,NA,"2/28/2022 23:01","3/9/2022 22:07","SLH","50000","120000","50000","100000"
"Sun Prairie WWTF","WI0020478",34926,"606994001","dPCR","Gene copies/L",49760,FALSE,"Gene copies/L",91200,FALSE,329200000,NA,2022-02-24,"6:36","3/9/2022 13:47",2.492,NA,"7.5",NA,NA,"12.2",NA,"2/28/2022 23:01","3/9/2022 22:07","SLH","25000","61000","25000","52000"
"MMSD-P18","WI0024597",89139,"607264001","dPCR","Gene copies/L",52800,FALSE,"Gene copies/L",70080,FALSE,190120000,NA,2022-02-28,"0:00","3/2/2022 0:00",10.64,NA,NA,NA,NA,NA,NA,"3/4/2022 22:06","3/9/2022 22:07","SLH","50000","120000","50000","100000"
"Fox River WPCC","WI0023469",51000,"2542","droplet digital PCR","copies/L wastewater",6169.6,FALSE,"copies/L wastewater",14412.8,FALSE,164841472,NA,2022-02-23,"6:56","2/28/2022",6.4,"350","7.7","237","3630","2.9",NA,"3/1/2022 10:01","3/4/2022 8:15","UWM","6169.6","20608","6169.6","20608"
"De Pere WWTF","WI0065251",43000,"2543","droplet digital PCR","copies/L wastewater",10342.4,FALSE,"copies/L wastewater",2585.6,TRUE,90025984,NA,2022-02-23,"6:00","2/28/2022",6.16,"280","7.2","510","1835",NA,NA,"3/1/2022 10:01","4/12/2022 18:30","UWM","7756.8","25856","7756.8","25856"
"Green Bay MSD","WI0065251",189000,"2544","droplet digital PCR","copies/L wastewater",0,TRUE,"copies/L wastewater",4889.6,TRUE,83004416,NA,2022-02-23,"6:00","2/28/2022",24.4,"650","7.5","236","2690",NA,NA,"3/1/2022 10:01","4/12/2022 18:30","UWM","7347.2","24473.6","7347.2","24473.6"
"Madison","WI0024597",391815,"607323001","dPCR","Gene copies/L",81920,FALSE,"Gene copies/L",81920,FALSE,351640000,NA,2022-03-01,"0:00","3/2/2022 0:00",35.62,NA,"7.79",NA,NA,NA,NA,"3/4/2022 22:06","3/9/2022 22:07","SLH","50000","120000","50000","100000"
"Sheboygan WWTP","WI0025411",75000,"606777001","dPCR","Gene copies/L",99120,FALSE,"Gene copies/L",86880,FALSE,759680000,NA,2022-02-22,"6:00","3/4/2022 17:17",7.741,NA,"7.8",NA,NA,"12.22",NA,"3/8/2022 22:07","3/8/2022 22:07","SLH","25000","61000","25000","52000"
"Milwaukee MSD Jones Island","WI0036820",470007,"2537","droplet digital PCR","copies/L wastewater",7680,FALSE,"copies/L wastewater",2554.88,TRUE,36537344,NA,2022-02-23,"0:00","2/28/2022",94,"200",NA,"260","2500",NA,NA,"3/1/2022 10:01","3/11/2022 9:49","UWM","7680","25574.4","7680","25574.4"
"Milwaukee MSD South Shore","WI0036820",615934,"2539","droplet digital PCR","copies/L wastewater",2414.933333,TRUE,"copies/L wastewater",1203.2,TRUE,89884672,NA,2022-02-23,"0:00","3/17/2022",47,"350",NA,"490","2690",NA,NA,"3/1/2022 10:01","4/12/2022 18:30","UWM","10982.4","36625.067","10982.4","36625.067"
"Oregon","WI0020681",10000,"2545","droplet digital PCR","copies/L wastewater",22476.8,FALSE,"copies/L wastewater",24524.8,FALSE,41788416,NA,2022-02-23,"7:00","2/28/2022",1.044,NA,NA,NA,"2040",NA,NA,"3/1/2022 10:01","3/4/2022 8:15","UWM","6118.4","20428.8","6118.4","20428.8"
"MMSD-P2","WI0024597",83127,"606933001","dPCR","Gene copies/L",248640,FALSE,"Gene copies/L",74400,FALSE,821760000,NA,2022-02-24,"0:00","3/3/2022 0:00",5.67,NA,NA,NA,NA,NA,NA,"3/8/2022 22:07","3/8/2022 22:07","SLH","50000","120000","50000","100000"
"Portage WWTF","WI0020427",10693,"606967001","dPCR","Gene copies/L",16320,TRUE,"Gene copies/L",16320,TRUE,329160000,NA,2022-02-23,"7:15","3/3/2022 0:00",1.411,NA,"8.2",NA,NA,"8.33","4.72","3/8/2022 22:07","3/8/2022 22:07","SLH","50000","120000","50000","100000"
"Fox River WPCC","WI0023469",51000,"2571","droplet digital PCR","copies/L wastewater",3200,TRUE,"copies/L wastewater",1597.44,TRUE,60036096,NA,2022-02-27,"7:33","3/3/2022",6.4,"252","7.6","268","3160","4.6",NA,"3/4/2022 8:15","3/7/2022 18:08","UWM","4787.2","15974.4","4787.2","15974.4"
"De Pere WWTF","WI0065251",43000,"2572","droplet digital PCR","copies/L wastewater",1507.84,TRUE,"copies/L wastewater",6041.6,FALSE,55419904,NA,2022-02-27,"6:00","3/3/2022",5.99,"236","7.2","330","1489",NA,NA,"3/4/2022 8:15","4/12/2022 18:30","UWM","4531.2","15078.4","4531.2","15078.4"
"Green Bay MSD","WI0065251",189000,"2573","droplet digital PCR","copies/L wastewater",1472,TRUE,"copies/L wastewater",1472,TRUE,130322432,NA,2022-02-27,"6:00","3/3/2022",24.02,"400","7.6","200","2090",NA,NA,"3/4/2022 8:15","4/12/2022 18:30","UWM","4403.2","14720","4403.2","14720"
"Superior WWTP","WI0025593",26751,"609778001","dPCR","Gene copies/L",78400,TRUE,"Gene copies/L",NA,TRUE,160120000,NA,2022-03-14,"0:00","3/16/2022 0:00",2.401,NA,NA,NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","250000","610000","250000","520000"
"Clintonville Wastewater Utility","WI0021466",4455,"609784001","dPCR","Gene copies/L",129280,FALSE,"Gene copies/L",48320,TRUE,206720000,NA,2022-03-15,"7:00","3/16/2022 0:00",0.434,NA,"8",NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","50000","120000","50000","100000"
"Milwaukee MSD Jones Island","WI0036820",470007,"2567","droplet digital PCR","copies/L wastewater",3635.2,TRUE,"copies/L wastewater",0,TRUE,91481088,NA,2022-02-27,"0:00","3/3/2022",72,"220",NA,"220","2100",NA,NA,"3/4/2022 8:15","3/11/2022 9:49","UWM","5452.8","18201.6","5452.8","18201.6"
"Milwaukee MSD South Shore","WI0036820",615934,"2568","droplet digital PCR","copies/L wastewater",6400,TRUE,"copies/L wastewater",0,TRUE,152139776,NA,2022-02-27,"0:00","3/3/2022",43,"270",NA,"430","2220",NA,NA,"3/4/2022 8:15","4/12/2022 18:30","UWM","9574.4","31897.6","9574.4","31897.6"
"Racine Wastewater Utility","WI0025194",139000,"2569","droplet digital PCR","copies/L wastewater",5068.8,FALSE,"copies/L wastewater",10137.6,FALSE,100147200,NA,2022-02-27,"0:00","3/3/2022",13.09,"105","7.26","135","1465","11.11111111",NA,"3/4/2022 8:15","4/12/2022 18:30","UWM","5068.8","16896","5068.8","16896"
"Clintonville Wastewater Utility","WI0021466",4455,"609785001","dPCR","Gene copies/L",79680,FALSE,"Gene copies/L",47680,TRUE,124840000,NA,2022-03-11,"7:00","3/16/2022 0:00",0.448,NA,"7.9",NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","50000","120000","50000","100000"
"Whitewater WWTF","WI0020001",14000,"609786001","dPCR","Gene copies/L",32320,TRUE,"Gene copies/L",32320,TRUE,4.9e+08,NA,2022-03-15,"7:46","3/16/2022 0:00",1.212,NA,"7.93",NA,"1610",NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","50000","120000","50000","100000"
"Waukesha WWTP","WI0029971",72549,"2570","droplet digital PCR","copies/L wastewater",1748.48,TRUE,"copies/L wastewater",5248,FALSE,57150464,NA,2022-02-27,"8:00","3/3/2022",7.839,NA,NA,NA,"2520","4",NA,"3/4/2022 8:15","3/4/2022 8:15","UWM","5248","17484.8","5248","17484.8"
"Marinette Wastewater Utility","WI0026182",10608,"609787001","dPCR","Gene copies/L",32640,FALSE,"Gene copies/L",57120,FALSE,158400000,NA,2022-03-15,"7:00","3/16/2022 0:00",1.52,NA,NA,NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","25000","61000","25000","52000"
"Oshkosh WWTP","WI0025038",67000,"609790001","dPCR","Gene copies/L",50560,FALSE,"Gene copies/L",33920,TRUE,62960000,NA,2022-03-15,"7:00","3/16/2022 0:00",8.658,NA,"8.11",NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","50000","120000","50000","100000"
"River Falls Municipal Utility WWTF","WI0029394",16000,"609799001","dPCR","Gene copies/L",45760,FALSE,"Gene copies/L",30560,FALSE,165120000,NA,2022-03-15,"8:15","3/16/2022 0:00",1.24,NA,"7",NA,NA,"5.9","3","3/17/2022 22:15","3/17/2022 22:15","SLH","25000","61000","25000","52000"
"Janesville WW Utility","WI0030350",63500,"609800001","dPCR","Gene copies/L",8000,TRUE,"Gene copies/L",8000,TRUE,120520000,NA,2022-03-15,"7:30","3/16/2022 0:00",10.06,NA,"7.6",NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","25000","61000","25000","52000"
"Lodi WWTF","WI0022918",3100,"609804001","dPCR","Gene copies/L",15360,TRUE,"Gene copies/L",15360,TRUE,225200000,NA,2022-03-15,"6:30","3/16/2022 0:00",0.379,NA,NA,NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","25000","61000","25000","52000"
"Wolf Treatment Plant","WI0028452",18000,"609805001","dPCR","Gene copies/L",48960,FALSE,"Gene copies/L",24480,TRUE,75640000,NA,2022-03-15,"7:00","3/16/2022 0:00",1.901,NA,"7.46",NA,NA,NA,NA,"3/17/2022 22:15","3/17/2022 22:15","SLH","25000","61000","25000","52000"
"Hartford WPCF","WI0020192",15200,"609941001","dPCR","Gene copies/L",NA,TRUE,"Gene copies/L",NA,TRUE,109800000,NA,2022-03-15,"7:25","3/17/2022 0:00",1.59,NA,"7.52",NA,NA,NA,NA,"3/18/2022 22:15","3/18/2022 22:15","SLH","50000","120000","50000","100000"
"Platteville WWTF","WI0020435",14000,"610065001","dPCR","Gene copies/L",NA,TRUE,"Gene copies/L",NA,TRUE,418640000,NA,2022-03-14,"6:00","3/17/2022 0:00",0.74,NA,"7.73",NA,NA,"12.02","5.51","3/18/2022 22:15","3/18/2022 22:15","SLH","50000","120000","50000","100000"
"Platteville WWTF","WI0020435",14000,"610069001","dPCR","Gene copies/L",67200,FALSE,"Gene copies/L",16960,TRUE,69080000,NA,2022-03-16,"6:00","3/17/2022 0:00",0.828,NA,"7.6",NA,NA,"12.72","4.56","3/18/2022 22:15","3/18/2022 22:15","SLH","50000","120000","50000","100000"
"Fox River WPCC","WI0023469",51000,"2582","droplet digital PCR","copies/L wastewater",23065.6,FALSE,"copies/L wastewater",31462.4,FALSE,187596800,NA,2022-03-02,"7:10","3/7/2022",7.2,"332","7.7","239","3480","3.6",NA,"3/7/2022 18:08","3/11/2022 9:49","UWM","6297.6","20966.4","6297.6","20966.4"
"De Pere WWTF","WI0065251",43000,"2583","droplet digital PCR","copies/L wastewater",13184,FALSE,"copies/L wastewater",15078.4,FALSE,90094592,NA,2022-03-02,"6:00","3/7/2022",6.3,"365","7.5","380","1550",NA,NA,"3/7/2022 18:08","4/12/2022 18:30","UWM","5657.6","18841.6","5657.6","18841.6"
"Green Bay MSD","WI0065251",189000,"2584","droplet digital PCR","copies/L wastewater",18636.8,TRUE,"copies/L wastewater",0,TRUE,168625152,NA,2022-03-02,"6:00","3/17/2022",23.62,"620","7.4","220","2290",NA,NA,"3/7/2022 18:08","4/12/2022 18:30","UWM","56064","186624","56064","186624"
"MMSD-P11","WI0024597",106791,"608958001","dPCR","Gene copies/L",287200,FALSE,"Gene copies/L",NA,TRUE,447520000,NA,2022-03-10,"0:00","3/21/2022 14:30",8.1,NA,NA,NA,NA,NA,NA,"3/21/2022 22:16","3/21/2022 22:16","SLH","120000","310000","120000","260000"
"Watertown WWTP","WI0028541",23655,"608982001","dPCR","Gene copies/L",109280,FALSE,"Gene copies/L",25280,FALSE,71480000,NA,2022-03-07,"6:00","3/21/2022 14:30",2.4,NA,NA,NA,NA,NA,NA,"3/21/2022 22:16","3/21/2022 22:16","SLH","25000","61000","25000","52000"
"Milwaukee MSD Jones Island","WI0036820",470007,"2576","droplet digital PCR","copies/L wastewater",8166.4,FALSE,"copies/L wastewater",16332.8,FALSE,105236480,NA,2022-03-02,"0:00","3/7/2022",102,"170",NA,"260","1883",NA,NA,"3/7/2022 18:08","3/11/2022 9:49","UWM","6118.4","20403.2","6118.4","20403.2"
"Milwaukee MSD South Shore","WI0036820",615934,"2579","droplet digital PCR","copies/L wastewater",13465.6,FALSE,"copies/L wastewater",4495.36,TRUE,203022336,NA,2022-03-02,"0:00","3/7/2022",53,"460",NA,"530","2710",NA,NA,"3/7/2022 18:08","3/11/2022 9:49","UWM","13465.6","44953.6","13465.6","44953.6"
"Oregon","WI0020681",10000,"2585","droplet digital PCR","copies/L wastewater",5299.2,FALSE,"copies/L wastewater",8832,FALSE,63046656,NA,2022-03-02,"7:00","3/7/2022",1.089,NA,NA,NA,"1836",NA,NA,"3/7/2022 18:08","3/11/2022 9:49","UWM","5299.2","17638.4","5299.2","17638.4"
"Manitowoc WWTF","WI0024601",34450,"609161001","dPCR","Gene copies/L",NA,TRUE,"Gene copies/L",NA,TRUE,29140000,NA,2022-03-10,"12:00","3/15/2022 0:00",5.365,NA,"7.5",NA,NA,"9.4",NA,"3/21/2022 22:16","3/21/2022 22:16","SLH","25000","61000","25000","52000"
