"Site","Date","sample_id","FlowRate","Cov1_below_lod","cov2_conc","BCoV","BCoVConc","bod","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","hf183_conc","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"MMSD-P18",2021-06-10,"566225001",11.27,NA,251568,6.365,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",2070,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,198437,28751,NA,"Gene copies/L",66000,140000,"N",3,NA,304699,66439,"No","Gene copies/L","qPCR",7,24707200,380000,"IDT","DNA-plasm","00:00","upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,NA,"53713",NA,"44357","355660",245893.4,2
"Wolf River",2021-06-09,"566229001",0.0108,NA,4783,0.754,4.556207,NA,0.065,"24hr-FWCmp","filtMgCl2",716,"Menominee",".94","WI0071307",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,9566,8465,"Yes","Gene copies/L","qPCR",6.94,27480294,1000,"IDT","DNA-plasm","09:40","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.1,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44356.402777777781","355660",9566,1
"Keshena",2021-06-09,"566230001",0.1029,NA,9034,0.611,4.556207,NA,0.35,"24hr-FWCmp","filtMgCl2",795,"Menominee","1.34","WI0071315",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,7032,2816,NA,"Gene copies/L",66000,140000,"N",3,NA,11035,1515,"Yes","Gene copies/L","qPCR",6.94,8438051,2500,"IDT","DNA-plasm","10:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",14.9,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44356.4375","355660",8808.98,2
"Neopit",2021-06-09,"566232001",0.1153,NA,8043,0.314,4.556207,NA,0.17,"24hr-FWCmp","filtMgCl2",650,"Menominee",".86","WI0073059",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,12772,7887,NA,"Gene copies/L",66000,140000,"N",3,NA,3315,2162,"Yes","Gene copies/L","qPCR",6.368,12717674,1000,"IDT","DNA-plasm","09:05","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.3,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44356.378472222219","355660",6506.856,2
"Oshkosh",2021-06-10,"566452001",9.545,NA,7890,3.26,4.556207,NA,20,"24hr-FWCmp","filtMgCl2",1182,"Winnebago",NA,"WI0025038",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,8602,3783,NA,"Gene copies/L",66000,140000,"N",3,NA,7177,6687,"Yes","Gene copies/L","qPCR",7.86,10394469,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,"44357.291666666664","355660",7857.261,2
"La Crosse",2021-06-10,"566455001",9.48,NA,NA,6.322,4.556207,NA,20,"24hr-FWCmp","filtMgCl2",2134,"La Crosse",NA,"WI0029581",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.42,13443114,85000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54601",NA,"44357.291666666664","355660",NA,0
"Platteville",2021-06-09,"566459001",1.29024,NA,NA,2.198,4.556207,NA,3,"24hr-FWCmp","filtMgCl2",2660,"Grant","2.05","WI0020435",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.9,4838651,14000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",17.3,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53818",NA,"44356.333333333336","355660",NA,0
"Manitowoc",2021-06-10,"566461001",6.237,NA,NA,2.482,4.556207,NA,15.5,"24hr-FWCmp","filtMgCl2",991,"Manitowoc",NA,"WI0024601",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.6,9148066,34450,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.1,2021-06-14 10:00:00,NA,NA,"54220",NA,"44357","355660",NA,0
"Kenosha",2021-06-11,"566757001",17.61,NA,11398,5.072,4.556207,NA,28,"24hr-FWCmp","filtMgCl2",1159,"Kenosha",NA,"WI0028703",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,14560,4347,NA,"Gene copies/L",66000,140000,"N",3,NA,8236,1096,"Yes","Gene copies/L","qPCR",7.4,82931599,122000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"ICE CHUNKS ICE CHUNKS Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53143",NA,"44358","355660",10950.62,2
"Sheboygan",2021-06-12,"566760001",9.06,NA,6120,3.23,4.556207,NA,18.4,"24hr-FWCmp","filtMgCl2",1269,"Sheboygan",NA,"WI0025411",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,12240,4337,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.6,22838335,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.33,2021-06-18 17:16:00,NA,"Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53081",NA,"44359.25","355660",12240,1
"Wausau",2021-06-12,"566761001",4.6,NA,2463,2.244,4.556207,NA,8.2,"24hr-FWCmp","filtMgCl2",1163,"Marathon",NA,"WI0025739",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,4927,22,"Yes","Gene copies/L","qPCR",6.75,13558637,NA,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"Sample is re-reported to correct volume information Sample is re-reported to correct volume information","54401",NA,"44359.333333333336","355660",4927,1
"Eau Claire",2021-06-11,"566762001",7.41,NA,5402,0.669,4.556207,NA,12,"24hr-FWCmp","filtMgCl2",1185,"Eau Claire","5.21","WI0023850",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,6034,3697,NA,"Gene copies/L",1e+05,220000,"N",3,NA,4769,4185,"Yes","Gene copies/L","qPCR",7.53,21907341,75000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.1,2021-06-21 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54703",NA,"44358.291666666664","355660",5364.34,2
"SpencerWWTF",2021-06-14,"566763001",0.3261,NA,NA,13.259,4.556207,NA,0.52,"24hr-FWCmp","filtMgCl2",1504,NA,NA,"WI0021521",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.8,2354735,2000,"IDT","DNA-plasm","07:48","influent",NA,"Influent (Untreated Waste H2O)","composite",NA,NA,2021-06-18 17:16:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN. Sample is re-reported to correct volume information Sample is re-reported to correct volume information",NA,NA,"44361.324999999997","355660",NA,0
"Menomonie",2021-06-12,"566764001",1.33,NA,NA,1.134,4.556207,NA,2.88,"24hr-FWCmp","filtMgCl2",1295,"Dunn",NA,"WI0024708",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.7,19105016,16000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN. Sample is re-reported to correct volume information Sample is re-reported to correct volume information","54751",NA,"44359.3125","355660",NA,0
"Washburn",2021-06-14,"566765001",0.186,NA,NA,0.42,4.556207,NA,0.36,"24hr-FWCmp","filtMgCl2",915,"Bayfield",NA,"WI0022675",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.4,8452087,2200,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.8,2021-06-18 17:16:00,NA,"Sample is re-reported to correct volume information Sample is re-reported to correct volume information","54891",NA,"44361.25","355660",NA,0
"Appleton",2021-06-11,"566766001",8.7,NA,NA,0.049,4.556207,NA,15.5,"24hr-FWCmp","filtMgCl2",1251,"Outagamie",NA,"WI0023221",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.6,27302734,74832,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",17.5,2021-06-18 17:16:00,NA,"Sample is re-reported to correct volume information Sample is re-reported to correct volume information","54914",NA,"44358","355660",NA,0
"Janesville",2021-06-12,"566801001",9.52,NA,3101,3.981,4.556207,NA,16.1,"24hr-FWCmp","filtMgCl2",1792,"Rock",NA,"WI0030350",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,4761,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,1441,-1,"Yes","Gene copies/L","qPCR",7.76,12926618,63500,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 08:10:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,"44359.291666666664","355660",2619.275,2
"WI Rapids",2021-06-11,"566802001",2.736,NA,25144,3.128,4.556207,NA,5.27,"24hr-FWCmp","filtMgCl2",1007,"Wood",NA,"WI0025844",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,26327,4723,NA,"Gene copies/L",66000,140000,"N",3,NA,23961,3767,"Yes","Gene copies/L","qPCR",6.94,12356737,20000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN. Sample is re-reported to correct volume information Sample is re-reported to correct volume information","54494",NA,"44358.333333333336","355660",25116.16,2
"Peshtigo",2021-06-14,"566803001",0.484,NA,NA,9.398,4.556207,NA,4.2,"24hr-FWCmp","filtMgCl2",736,"Marinette","2.4","WI0030651",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.4,4557658,4000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.8,2021-06-18 17:16:00,NA,"Sample is re-reported to correct volume information Sample is re-reported to correct volume information","54157",NA,"44361.333333333336","355660",NA,0
"Madison",2021-06-11,"566932001",36.68,NA,9072,0.108,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1983,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,9837,4477,NA,"Gene copies/L",66000,140000,"N",3,NA,8307,1795,"Yes","Gene copies/L","qPCR",7.47,44549143,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 08:10:00,NA,NA,"53713",NA,"44358","355660",9039.688,2
"Madison",2021-06-13,"566933001",34.48,NA,25875,0.375,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1802,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,27032,6660,NA,"Gene copies/L",66000,140000,"N",3,NA,24717,8569,"Yes","Gene copies/L","qPCR",7.79,63814477,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 08:10:00,NA,NA,"53713",NA,"44360","355660",25848.6,2
"Madison",2021-06-14,"566934001",33.82,NA,62685,2.446,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1415,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,74682,2652,NA,"Gene copies/L",66000,140000,"N",3,NA,50687,8279,"Yes","Gene copies/L","qPCR",7.82,36207661,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53713",NA,"44361","355660",61525.66,2
"MMSD-P2",2021-06-14,"566937001",5.74,NA,23741,2.944,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1343,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,22821,7545,NA,"Gene copies/L",66000,140000,"N",3,NA,24661,1995,"Yes","Gene copies/L","qPCR",7.5,44178129,380000,"IDT","DNA-plasm","00:00","upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"Re-reported to include Total Flow Data Re-reported to include Total Flow Data Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53713",NA,"44361","355660",23723.17,2
"MMSD-P11",2021-06-14,"566938001",8.46,NA,4133,0.12,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1384,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,4231,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,4036,2531,"Yes","Gene copies/L","qPCR",7.25,44351409,380000,"IDT","DNA-plasm","00:00","upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 08:10:00,NA,NA,"53713",NA,"44361","355660",4132.35,2
"MMSD-P7",2021-06-14,"566939001",3.35,NA,210442,3.43,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",2081,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,237837,30679,NA,"Gene copies/L",66000,140000,"N",3,NA,183046,26185,"No","Gene copies/L","qPCR",7.5,28831761,380000,"IDT","DNA-plasm","00:00","upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"Re-reported to include Total Flow Data Re-reported to include Total Flow Data Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53713",NA,"44361","355660",208650.7,2
"MMSD-P8",2021-06-14,"566940001",6.09,NA,11030,2.398,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1743,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,13212,4901,NA,"Gene copies/L",66000,140000,"N",3,NA,8847,6187,"Yes","Gene copies/L","qPCR",7.5,25474203,380000,"IDT","DNA-plasm","00:00","upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"Re-reported to include Total Flow Data Re-reported to include Total Flow Data Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53713",NA,"44361","355660",10811.41,2
"MMSD-P18",2021-06-14,"566941001",10.18,NA,107373,3.373,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1881,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,117539,17040,NA,"Gene copies/L",66000,140000,"N",3,NA,97207,19731,"No","Gene copies/L","qPCR",7.5,17071331,380000,"IDT","DNA-plasm","00:00","upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-18 17:16:00,NA,"Re-reported to include Total Flow Data Re-reported to include Total Flow Data Sample is re-reported to correct volume information Sample is re-reported to correct volume information","53713",NA,"44361","355660",106890.7,2
"Sun Prairie",2021-06-15,"566944001",3.548,NA,NA,0.953,4.556207,NA,6.2,"24hr-FWCmp","filtMgCl2",1905,"Dane",NA,"WI0020478",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",6.97,45271574,34926,"IDT","DNA-plasm","06:23","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",17.5,2021-06-21 08:10:00,NA,NA,"53590",NA,"44362.265972222223","355660",NA,0
"Madison",2021-06-15,"566945001",35.06,NA,45910,0.666,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1557,"Dane",NA,"WI0024597",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,44362,12414,NA,"Gene copies/L",1e+05,220000,"N",3,NA,47459,7126,"Yes","Gene copies/L","qPCR",7.71,31997774,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 10:00:00,NA,NA,"53713",NA,"44362","355660",45884.38,2
"Eau Claire",2021-06-15,"567140001",7.78,NA,4339,0.266,4.556207,NA,12,"24hr-FWCmp","filtMgCl2",1242,"Eau Claire","5.4","WI0023850",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,8678,6552,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.47,27718590,75000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.1,2021-06-17 10:00:00,NA,NA,"54703",NA,"44362.291666666664","355660",8678,1
"Marshfield",2021-06-15,"567141001",2.389,NA,38291,1.62,4.556207,NA,4.63,"24hr-FWCmp","filtMgCl2",1716,"Wood","6.1","WI0021024",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,37154,5576,NA,"Gene copies/L",66000,140000,"N",3,NA,39427,6514,"Yes","Gene copies/L","qPCR",7,18982567,19316,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.7,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54449",NA,"44362.302083333336","355660",38273.63,2
"Rhinelander",2021-06-15,"567142001",0.875,NA,5314,0.466,4.556207,NA,2.21,"24hr-FWCmp","filtMgCl2",1074,"Oneida",NA,"WI0020044",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,9445,2032,NA,"Gene copies/L",66000,140000,"N",3,NA,1183,-1,"Yes","Gene copies/L","qPCR",7.37,29422485,7800,"IDT","DNA-plasm","09:42","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,2021-06-21 07:52:00,NA,NA,"54501",NA,"44362.404166666667","355660",3342.669,2
"Whitewater",2021-06-15,"567144001",1.159,NA,10740,0.29,4.556207,NA,3.65,"24hr-FWCmp","filtMgCl2",1550,"Walworth","3.38","WI0020001",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,19254,19072,NA,"Gene copies/L",66000,140000,"N",3,NA,2226,-1,"Yes","Gene copies/L","qPCR",7.87,26814435,14000,"IDT","DNA-plasm","07:04","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.2,2021-06-21 07:52:00,NA,NA,"53190",NA,"44362.294444444444","355660",6546.709,2
"Marinette",2021-06-15,"567145001",1.66,NA,12958,2.443,4.556207,NA,7.8,"24hr-FWCmp","filtMgCl2",994,"Marinette",NA,"WI0026182",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,15227,4704,NA,"Gene copies/L",66000,140000,"N",3,NA,10689,1035,"Yes","Gene copies/L","qPCR",7.5,27115704,10608,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54143",NA,"44362.291666666664","355660",12757.8,2
"La Crosse",2021-06-15,"567146001",9.04,NA,NA,0.183,4.556207,NA,20,"24hr-FWCmp","filtMgCl2",2610,"La Crosse",NA,"WI0029581",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.41,24092703,85000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54601",NA,"44362.3125","355660",NA,0
"Baraboo",2021-06-15,"567154001",1.77,NA,NA,0.078,4.556207,NA,2.53,"24hr-FWCmp","filtMgCl2",1194,"Sauk",NA,"WI0020605",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,10934709,14000,"IDT","DNA-plasm","07:13","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,"44362.300694444442","355660",NA,0
"Lake Geneva",2021-06-15,"567156001",1.068452,NA,5741,5.516,4.556207,NA,2.5,"24hr-FWCmp","filtMgCl2",1943,"Walworth",".8","WI0021130",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,11481,7147,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.7,25702544,8000,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.5,2021-06-17 10:00:00,NA,NA,"53147",NA,"44362.302083333336","355660",11481,1
"New Richmond",2021-06-15,"567157001",0.642,NA,4599,0.665,4.556207,NA,0.98,"24hr-FWCmp","filtMgCl2",1195,"Saint Croix",NA,"WI0021245",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,2193,1709,NA,"Gene copies/L",66000,140000,"N",3,NA,7005,6456,"Yes","Gene copies/L","qPCR",7.54,36618667,9167,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 07:52:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54017",NA,"44362.291666666664","355660",3919.434,2
"Oconomowoc",2021-06-15,"567159001",2.691,NA,60192,0.4,4.556207,NA,4.02,"24hr-FWCmp","filtMgCl2",2204,"Waukesha","1.63","WI0021181",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,64443,10809,NA,"Gene copies/L",66000,140000,"N",3,NA,55941,11942,"Yes","Gene copies/L","qPCR",7.7,51359765,34135,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.4,2021-06-21 07:52:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53066",NA,"44362.3125","355660",60041.7,2
"Menomonie",2021-06-15,"567160001",1.234,NA,1614,0.372,4.556207,NA,2.88,"24hr-FWCmp","filtMgCl2",1334,"Dunn",NA,"WI0024708",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,3227,-1,"Yes","Gene copies/L","qPCR",7.6,15038351,16000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 07:52:00,NA,NA,"54751",NA,"44362.291666666664","355660",3227,1
"Stevens Point",2021-06-15,"567162001",1.973,NA,NA,0.413,4.556207,NA,4.55,"24hr-FWCmp","filtMgCl2",1076,"Portage",NA,"WI0029572",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",6.07,40080140,27000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 07:52:00,NA,NA,"54481",NA,"44362.291666666664","355660",NA,0
"Wausau",2021-06-15,"567163001",4.46,NA,6469,0.133,4.556207,NA,8.2,"24hr-FWCmp","filtMgCl2",1213,"Marathon",NA,"WI0025739",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,10934,3464,NA,"Gene copies/L",66000,140000,"N",3,NA,2004,-1,"Yes","Gene copies/L","qPCR",7,23327507,NA,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-21 07:52:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54401",NA,"44362.333333333336","355660",4680.997,2
"Lodi",2021-06-15,"567165001",0.288,NA,NA,2.877,4.556207,NA,0.542,"24hr-FWCmp","filtMgCl2",1132,"Columbia",NA,"WI0022918",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,12881635,3100,"IDT","DNA-plasm","06:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,NA,"53555",NA,"44362.270833333336","355660",NA,0
