"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","capacity_mgd","conductivity","do","equiv_sewage_amt","n1_lod","n1_loq","N1","N1Error","n1_sars_cov2_lod","n2_lod","n2_loq","N2","N2Error","n2_sars_cov2_lod","ph","PMMoV","Pop","temperature","tss","wwtp_comments","zipcode","analytical_comments","AVG","wt"
"Rhinelander",2021-09-07,581998001,0.781,475588,14.437,2.21,NA,NA,0.625,64000,2e+05,536774,28113,NA,1e+05,220000,414402,13467,"No",7.4,19220416,7800,4,NA,NA,"54501",NA,471635.7,2
"Marshfield",2021-09-07,582002001,2.379,8954,0.001,4.63,NA,5.7,0.625,64000,2e+05,14649,6335,NA,1e+05,220000,3259,2023,"Yes",6.9,146381371,19316,18.8,NA,NA,"54449",NA,6909.493,2
"Appleton",2021-09-07,582003001,10.3,62963,1.006,15.5,NA,NA,1,40000,130000,61457,19138,NA,66000,140000,64469,7319,"Yes",7.2,14736602,74832,20.3,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54914",NA,62944.99,2
"Baraboo",2021-09-07,582009001,1.36,152443,0.192,2.53,NA,NA,1,40000,130000,185795,21443,NA,66000,140000,119091,12342,"No",NA,11857637,14000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,148749.8,2
"Sheboygan",2021-09-07,582010001,9.29,262868,4.623,18.4,NA,NA,1,40000,130000,259940,9427,NA,66000,140000,265796,27814,"No",7.6,18658352,75000,20.56,NA,NA,"53081",NA,262851.7,2
"Peshtigo",2021-09-07,582012001,0.581,293793,9.989,4.2,NA,3.8,1,40000,130000,246362,4525,NA,66000,140000,341224,12655,"No",7.5,4650502,4000,19.3,NA,NA,"54157",NA,289939,2
"Clintonville",2021-09-07,582017001,0.712,397585,4.432,0.679,NA,NA,1,40000,130000,461130,91157,NA,66000,140000,334040,16077,"No",7.9,4042800,4455,NA,NA,"ICE CHUNKS ICE CHUNKS","54929",NA,392474,2
"Rib Lake",2021-09-07,582335001,0.074,356555,6.061,0.5,NA,2.56,1,40000,130000,375038,33419,NA,66000,140000,338072,34327,"No",7.89,4731845,386,10.9,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54470",NA,356075.6,2
"Eau Claire",2021-09-07,582340001,7.66,879417,4.206,12,1114,4.79,0.625,64000,2e+05,965889,92495,NA,1e+05,220000,792945,51379,"No",7.64,12776975,75000,21.1,NA,NA,"54703",NA,875155.3,2
"Kenosha",2021-09-07,582341001,16.08,336355,1.968,28,1033,NA,1,40000,130000,338250,31941,NA,66000,140000,334460,46837,"No",7.5,20415593,122000,NA,NA,NA,"53143",NA,336349.7,2
"Whitewater",2021-09-08,582343001,1.101,95095,0.67,3.65,1230,3.53,1,40000,130000,104091,7100,NA,66000,140000,86099,6819,"No",7.72,28866049,14000,8.2,NA,NA,"53190",NA,94668.53,2
"Platteville",2021-09-08,582344001,0.968,631929,2.349,3,NA,NA,1,40000,130000,605033,10461,NA,66000,140000,658826,9128,"No",7.76,8290307,14000,17.12,NA,NA,"53818",NA,631356.8,2
"Portage",2021-09-08,582392001,1.597,293503,3.299,2.102,NA,0.25,1,40000,130000,330200,36296,NA,66000,140000,256806,26153,"No",7.8,133385495,10693,18.33,NA,NA,"53901",NA,291199.8,2
"Keshena",2021-09-08,582393001,0.1133,237560,1.42,0.35,NA,1.05,1,40000,130000,212579,20984,NA,66000,140000,262541,12504,"No",6.99,6892502,2500,15.2,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,236242.9,2
"Madison",2021-09-08,582394001,36.85,457890,3.111,56,NA,NA,0.625,64000,2e+05,432922,55332,NA,1e+05,220000,482857,37132,"No",7.8,30943532,380000,NA,NA,NA,"53713",NA,457208.3,2
"Madison",2021-09-09,582398001,34.87,172316,1.176,56,NA,NA,0.625,64000,2e+05,139546,7109,NA,1e+05,220000,205087,7088,"No",7.72,26800214,380000,NA,NA,NA,"53713",NA,169171.7,2
"MMSD-P2",2021-09-09,582400001,6.06,328148,4.06,56,NA,NA,0.625,64000,2e+05,326679,72206,NA,1e+05,220000,329616,13526,"No",NA,35857156,380000,NA,NA,NA,"53713",NA,328144.2,2
"MMSD-P7",2021-09-09,582401001,3.26,127715,4.05,56,NA,NA,0.625,64000,2e+05,155180,22756,NA,1e+05,220000,100250,14142,"Yes",NA,51773808,380000,NA,NA,"25ML FILTERED 25ML FILTERED","53713",NA,124726.9,2
"MMSD-P8",2021-09-09,582403001,6.53,127197,2.022,56,NA,NA,0.625,64000,2e+05,108466,32323,NA,1e+05,220000,145928,12565,"No",NA,21817944,380000,NA,NA,NA,"53713",NA,125810.3,2
"MMSD-P11",2021-09-09,582405001,8.33,347686,5.799,56,NA,NA,0.625,64000,2e+05,379248,22772,NA,1e+05,220000,316124,38900,"No",NA,26438390,380000,NA,NA,NA,"53713",NA,346250.5,2
"MMSD-P18",2021-09-09,582406001,10.69,240347,2.229,56,NA,NA,0.625,64000,2e+05,266621,60130,NA,1e+05,220000,214073,9818,"No",NA,19808215,380000,NA,NA,NA,"53713",NA,238906.6,2
"Sun Prairie",2021-09-09,582447001,3.061,158855,0.609,6.2,NA,NA,1,40000,130000,172235,39247,NA,66000,140000,145475,3276,"No",7.86,25092308,34926,20.4,NA,NA,"53590",NA,158290.5,2
"Oconomowoc",2021-09-09,582629001,2.758,485464,1.436,4.02,NA,0.82,1,40000,130000,465868,38220,NA,66000,140000,505060,26084,"No",7.8,20423747,34135,10.6,NA,NA,"53066",NA,485068.3,2
"Marinette",2021-09-09,582630001,1.74,610888,4.095,7.8,NA,NA,1,40000,130000,638924,81121,NA,66000,140000,582852,33543,"No",NA,17374550,10608,NA,NA,NA,"54143",NA,610244.3,2
"Viroqua",2021-09-09,582632001,0.279,39030,0.531,0.535,NA,NA,1,40000,130000,42345,4971,NA,66000,140000,35715,9962,"Yes",7.97,17684260,4335,NA,NA,NA,"54665",NA,38888.97,2
"La Crosse",2021-09-09,582633001,9.9,172757,1.489,20,NA,NA,1,40000,130000,159329,16435,NA,66000,140000,186185,30326,"No",7.45,11114826,85000,NA,NA,NA,"54601",NA,172234.3,2
"Marshfield",2021-09-09,582634001,2.524,3363,0.005,4.63,NA,5.5,0.625,64000,2e+05,4097,4097,NA,1e+05,220000,2630,-1,"Yes",6.9,20957692,19316,19.2,NA,NA,"54449",NA,3282.546,2
"Hayward",2021-09-09,582635001,0.273304,203176,2.289,0.772,NA,NA,0.625,64000,2e+05,184449,41436,NA,1e+05,220000,221902,27897,"No",NA,20389446,2375,NA,NA,NA,"54843",NA,202310.7,2
"Oshkosh",2021-09-09,582636001,12.337,477244,3.976,20,NA,NA,1,40000,130000,514392,39686,NA,66000,140000,440095,9849,"No",7.9,16086889,67000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,475795.5,2
"Baraboo",2021-09-09,582638001,1.38,223465,1.65,2.53,NA,NA,1,40000,130000,223380,42700,NA,66000,140000,223550,18567,"No",NA,15325007,14000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,223465,2
"BlackRiverFallsWWTP",2021-09-09,582643001,0.502,94457,7.062,1.5,NA,NA,1,40000,130000,102041,8781,NA,66000,140000,86873,9970,"No",7,9579421,5200,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54615",NA,94152.05,2
"Manitowoc",2021-09-09,582647001,8.607,131423,5.036,15.5,NA,NA,1,40000,130000,123846,26736,NA,66000,140000,139001,25025,"No",7.4,8437633,34450,20.6,NA,NA,"54220",NA,131204.9,2
"Monroe",2021-09-09,582650001,1.784,1207,NA,3.7,NA,NA,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,2414,-1,"Yes",7.66,16315268,10800,NA,NA,NA,"53566",NA,2414,1
"Rib Lake",2021-09-09,582652001,0.072,209385,4.327,0.5,NA,3.61,1,40000,130000,212537,12435,NA,66000,140000,206234,13848,"No",7.72,6648518,386,10.9,NA,NA,"54470",NA,209361.8,2
"Appleton",2021-09-10,582935001,9.9,83762,0.722,15.5,NA,NA,1,40000,130000,84651,21690,NA,66000,140000,82872,9410,"No",7.3,167380248,74832,20.6,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54914",NA,83756.78,2
"Eau Claire",2021-09-10,582938001,7.94,414886,3.809,12,1143,4.64,0.625,64000,2e+05,528795,46789,NA,1e+05,220000,300977,36746,"No",7.73,17179838,75000,21.1,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54703",NA,398942.5,2
"Hudson",2021-09-10,582950001,1.501,47186,0.016,2.2,NA,5.56,1,40000,130000,45435,575,NA,66000,140000,48938,3023,"Yes",7.6,9648107,19680,11,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54016",NA,47153.98,2
"WI Rapids",2021-09-10,582956001,4.031,233511,4.57,5.27,NA,NA,0.75,53000,170000,249063,15354,NA,87000,180000,217960,29992,"No",7,5862854,20000,NA,NA,NA,"54494",NA,232993.1,2
"Madison",2021-09-10,583014001,35.71,163864,0.359,56,NA,NA,0.625,64000,2e+05,170266,20223,NA,1e+05,220000,157461,14671,"No",7.77,42668823,380000,NA,NA,NA,"53713",NA,163738.4,2
"Kenosha",2021-09-10,583038001,16.52,194095,1.069,28,1035,NA,1,40000,130000,189933,14792,NA,66000,140000,198256,7098,"No",7.4,20771219,122000,NA,NA,NA,"53143",NA,194049.9,2
"Wausau",2021-09-11,582955001,4.79,422809,4.15,8.2,NA,NA,0.75,53000,170000,459884,31698,NA,87000,180000,385733,13893,"No",NA,13259661,42000,NA,NA,NA,"54401",NA,421179.8,2
"Janesville",2021-09-11,583037001,8.85,110372,1.736,16.1,NA,NA,1,40000,130000,94067,18388,NA,66000,140000,126676,9212,"No",7.56,8637884,63500,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,109160.6,2
"Sheboygan",2021-09-11,583040001,9.49,297795,0.506,18.4,NA,NA,1,40000,130000,305295,36716,NA,66000,140000,290294,33736,"No",7.5,23754966,75000,20.56,NA,NA,"53081",NA,297700,2
"Clintonville",2021-09-11,583408001,0.54,951582,5.639,0.679,NA,NA,1,40000,130000,944387,119990,NA,66000,140000,958777,51834,"No",NA,10270242,4455,NA,NA,NA,"54929",NA,951554.8,2
"Stevens Point",2021-09-11,583530001,2.85,327173,4.736,4.55,1434,NA,1,40000,130000,355526,27736,NA,66000,140000,298821,38448,"No",7.17,52301369,27000,NA,NA,NA,"54481",NA,325942.7,2
"Madison",2021-09-12,583017001,34.92,225852,1.948,56,NA,NA,0.625,64000,2e+05,219112,29109,NA,1e+05,220000,232591,38526,"No",7.63,14230596,380000,NA,NA,NA,"53713",NA,225750.9,2
"SpencerWWTF",2021-09-13,582953001,0.3031,444724,0.941,0.52,NA,NA,1,40000,130000,439252,52429,NA,66000,140000,450196,5268,"No",7.83,3226972,2000,NA,NA,NA,"54479",NA,444690.3,2
"Madison",2021-09-13,583021001,35.15,201323,1.008,56,NA,NA,0.625,64000,2e+05,205525,63043,NA,1e+05,220000,197121,32930,"No",7.66,29637174,380000,NA,NA,NA,"53713",NA,201279.1,2
"MMSD-P2",2021-09-13,583023001,6.14,131922,0.291,56,NA,NA,0.625,64000,2e+05,125414,27111,NA,1e+05,220000,138429,11757,"No",NA,61157672,380000,NA,NA,NA,"53713",NA,131760.9,2
"MMSD-P7",2021-09-13,583024001,4.49,583509,6.859,56,NA,NA,0.625,64000,2e+05,596855,20945,NA,1e+05,220000,570164,33152,"No",NA,27401256,380000,NA,NA,NA,"53713",NA,583356.9,2
"MMSD-P8",2021-09-13,583027001,5.96,159923,3.117,56,NA,NA,0.625,64000,2e+05,184090,38358,NA,1e+05,220000,135755,17033,"No",NA,42294782,380000,NA,NA,NA,"53713",NA,158085.9,2
"MMSD-P11",2021-09-13,583029001,8.6,124025,4.022,56,NA,NA,0.625,64000,2e+05,147638,21470,NA,1e+05,220000,100411,9522,"Yes",NA,22214498,380000,NA,NA,NA,"53713",NA,121755.8,2
"MMSD-P18",2021-09-13,583030001,9.96,281419,0.61,56,NA,NA,0.625,64000,2e+05,260056,30875,NA,1e+05,220000,302782,17424,"No",NA,27272713,380000,NA,NA,NA,"53713",NA,280607,2
"Peshtigo",2021-09-13,583039001,0.554,147922,8.364,4.2,NA,3.4,1,40000,130000,122028,13297,NA,66000,140000,173816,21035,"No",7.5,3405946,4000,18.8,NA,NA,"54157",NA,145638,2
"Ashland",2021-09-13,583419001,0.585,240515,11.339,1.92,822.6,NA,1,40000,130000,275887,21550,NA,66000,140000,205143,17206,"No",7.14,12549023,8000,18,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54806",NA,237899.7,2
"Platteville",2021-09-13,583849001,0.922,300659,0.726,3,NA,3.66,1,40000,130000,342381,15446,NA,66000,140000,258937,19643,"No",7.48,8400356,14000,20.42,NA,NA,"53818",NA,297750.1,2
"Madison",2021-09-14,583022001,41.12,360735,1.787,56,NA,NA,0.625,64000,2e+05,385539,67683,NA,1e+05,220000,335932,17372,"No",7.86,37490733,380000,NA,NA,NA,"53713",NA,359881.8,2
"Sun Prairie",2021-09-14,583068001,3.172,307363,0.001,6.2,NA,NA,0.625,64000,2e+05,272942,33527,NA,1e+05,220000,341784,22776,"No",7.58,15102355,34926,20.5,NA,NA,"53590",NA,305429.5,2
"Whitewater",2021-09-14,583404001,1.211,258580,7.125,3.65,1560,NA,0.75,53000,170000,313870,12290,NA,87000,180000,203290,37125,"No",7.8,23782984,14000,NA,NA,NA,"53190",NA,252599.7,2
"Hartford",2021-09-14,583405001,1.61,154984,1.021,3.6,NA,NA,1,40000,130000,173148,12152,NA,66000,140000,136820,15875,"No",7.69,2265053,15200,NA,NA,NA,"53027",NA,153915.9,2
"Clintonville",2021-09-14,583409001,0.602,632837,2.081,0.679,NA,NA,1,40000,130000,633490,44638,NA,66000,140000,632183,44993,"No",7.9,19009300,4455,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54929",NA,632836.2,2
"Oshkosh",2021-09-14,583414001,10.929,709963,13.362,20,NA,NA,0.75,53000,170000,786196,79060,NA,87000,180000,633730,40929,"No",7.85,17665414,67000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,705858.3,2
"Ashland",2021-09-14,583416001,1.145,260569,0.139,1.92,724,NA,0.625,64000,2e+05,280865,23735,NA,1e+05,220000,240272,18883,"No",6.92,124806036,8000,19,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54806",NA,259776.8,2
"Hayward",2021-09-14,583422001,0.307067,136329,1.866,0.772,NA,NA,0.625,64000,2e+05,112801,8860,NA,1e+05,220000,159856,30698,"No",NA,9701727,2375,NA,NA,NA,"54843",NA,134283,2
"Marshfield",2021-09-14,583423001,2.548,NA,0.007,4.63,NA,5.8,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",6.9,12206737,19316,19.3,NA,NA,"54449",NA,NA,0
"Hudson",2021-09-14,583427001,1.706,54062,2.701,2.2,NA,6.01,1,40000,130000,54971,14931,NA,66000,140000,53153,15870,"Yes",7.8,3777052,19680,10,NA,NA,"54016",NA,54054.36,2
"Lodi",2021-09-14,583431001,0.301,726263,2.605,0.542,NA,NA,1,40000,130000,788682,70878,NA,66000,140000,663843,47465,"No",7,14772977,3100,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53555",NA,723575.2,2
"Appleton",2021-09-14,583434001,9.3,114858,3.159,15.5,NA,NA,0.625,64000,2e+05,120994,38291,NA,1e+05,220000,108721,9566,"No",7.1,19555720,74832,21,NA,"25 ML FILTERED 25 ML FILTERED SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54914",NA,114693.5,2
"Columbus",2021-09-14,583436001,0.751,254235,1.588,1.165,NA,3,1,40000,130000,259495,20942,NA,66000,140000,248975,17389,"No",7.7,8214777,7000,19.8,NA,NA,"53925",NA,254180.6,2
"New Richmond",2021-09-14,583438001,0.646,917635,3.37,0.98,NA,NA,1,40000,130000,1094706,115858,NA,66000,140000,740563,57649,"No",7.59,11836845,9167,NA,NA,NA,"54017",NA,900388.1,2
"La Crosse",2021-09-14,583440001,9.17,307371,2.947,20,NA,NA,1,40000,130000,330104,34233,NA,66000,140000,284638,17956,"No",7.59,21806752,85000,NA,NA,NA,"54601",NA,306529.2,2
"Wausau",2021-09-14,583442001,4.79,240413,4.035,8.2,NA,NA,0.75,53000,170000,309790,35692,NA,87000,180000,171036,15846,"No",NA,23813698,42000,NA,NA,NA,"54401",NA,230185.2,2
"Menomonie",2021-09-14,583444001,1.511,360102,11.983,2.88,1521,2.17,0.625,64000,2e+05,353495,85027,NA,1e+05,220000,366710,42085,"No",7.5,43830024,16000,19,NA,NA,"54751",NA,360041.9,2
"Rhinelander",2021-09-14,583447001,0.76,210993,11.652,2.21,NA,NA,0.625,64000,2e+05,226523,11114,NA,1e+05,220000,195463,13283,"No",6.93,15885313,7800,4,NA,NA,"54501",NA,210420.7,2
"Manitowoc",2021-09-14,583450001,7.93,207183,8.46,15.5,NA,NA,0.625,64000,2e+05,215185,39020,NA,1e+05,220000,199181,28519,"No",7.4,6223305,34450,20.6,NA,NA,"54220",NA,207028.4,2
"Mauston",2021-09-14,583452001,0.358,44981,5.803,1.1,NA,NA,1,40000,130000,55912,5271,NA,66000,140000,34049,6673,"Yes",7.6,2979525,4500,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53948",NA,43631.96,2
"Rib Lake",2021-09-14,583458001,0.074,166910,11.52,0.5,NA,1.99,1,40000,130000,186306,39915,NA,66000,140000,147513,21827,"No",7.79,10491467,386,10.7,NA,NA,"54470",NA,165778.6,2
"Mondovi",2021-09-14,583460001,0.257,4653762,4.167,0.3,NA,NA,0.625,64000,2e+05,5021443,233802,NA,1e+05,220000,4286082,280834,"No",6.8,66346077,2800,NA,NA,NA,"54755",NA,4639215,2
"Viroqua",2021-09-14,583461001,0.304,581232,2.1,0.535,NA,NA,0.75,53000,170000,663156,110937,NA,87000,180000,499309,41446,"No",7.86,25350780,4335,NA,NA,NA,"54665",NA,575430.1,2
"Kenosha",2021-09-14,583463001,16.39,199116,6.314,28,1154,NA,1,40000,130000,229044,14141,NA,66000,140000,169188,5801,"No",7.4,11914995,122000,NA,NA,NA,"53143",NA,196854,2
"Merrill",2021-09-14,583469001,1.18,287503,8.053,3.06,NA,NA,1,40000,130000,298398,4076,NA,66000,140000,276609,45965,"No",7.63,9407046,10000,NA,NA,NA,"54452",NA,287297,2
"Lac du Flambeau",2021-09-14,583483001,0.112,679773,1.354,0.19,NA,NA,0.625,64000,2e+05,766853,65749,NA,1e+05,220000,592693,33596,"No",7.26,39173408,3400,16,NA,NA,"54538",NA,674172.4,2
"Berlin WWTP",2021-09-14,583484001,0.627,344543,3.682,1.5,NA,NA,1,40000,130000,364873,35462,NA,66000,140000,324212,10390,"No",6.92,33252314,6000,19.8,NA,NA,"54923",NA,343942.2,2
"BlackRiverFallsWWTP",2021-09-14,583485001,0.545,149481,10.437,1.5,NA,NA,1,40000,130000,151183,37904,NA,66000,140000,147779,17238,"No",7.04,21443754,5200,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54615",NA,149471.3,2
"Oconomowoc",2021-09-14,583486001,3.147,114186,2.466,4.02,NA,2.23,1,40000,130000,127754,8658,NA,66000,140000,100618,23290,"No",7.7,18308233,34135,12.7,NA,NA,"53066",NA,113377,2
"Plymouth",2021-09-14,583487001,1.6,351613,0.4,1.8,NA,NA,1,40000,130000,508390,50179,NA,66000,140000,194836,20529,"No",8,57177653,9000,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","53073",NA,314726.3,2
"Baraboo",2021-09-14,583488001,1.58,391800,6.333,2.53,NA,NA,1,40000,130000,455399,59792,NA,66000,140000,328201,54728,"No",NA,20050387,14000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,386603.7,2
"Monroe",2021-09-14,583489001,1.714,78281,0.962,3.7,NA,NA,0.625,64000,2e+05,125557,49762,NA,1e+05,220000,31006,10062,"Yes",7.49,16477927,10800,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53566",NA,62394.07,2
"Lake Geneva",2021-09-14,583490001,0.9799528,323309,1.44,2.5,NA,2.63,1,40000,130000,374421,32601,NA,66000,140000,272197,13464,"No",7.71,19026962,8000,10.2,NA,NA,"53147",NA,319243.3,2
"River Falls",2021-09-14,583492001,1.399,243913,10.967,1.8,NA,4.25,1,40000,130000,301091,32258,NA,66000,140000,186736,10063,"No",7.39,15748478,16000,13.1,NA,NA,"54022",NA,237117.1,2
"Janesville",2021-09-14,583527001,8.82,203385,5.266,16.1,NA,NA,1,40000,130000,237817,18810,NA,66000,140000,168954,20353,"No",7.68,7140531,63500,NA,NA,NA,"53548",NA,200449.8,2
"Marinette",2021-09-14,583528001,2.08,590055,6.888,7.8,NA,NA,0.625,64000,2e+05,631616,60282,NA,1e+05,220000,548493,16888,"No",NA,19889464,10608,NA,NA,NA,"54143",NA,588589,2
"Sheboygan",2021-09-14,583529001,9.969,304564,5.08,18.4,NA,NA,1,40000,130000,365279,52147,NA,66000,140000,243848,15021,"No",7.4,34071213,75000,20.56,NA,NA,"53081",NA,298450.3,2
"Stevens Point",2021-09-14,583531001,2.69,227995,NA,4.55,1237,NA,0.625,64000,2e+05,263441,28039,NA,1e+05,220000,192550,11196,"No",7.07,17773969,27000,NA,NA,"Lab accident - BCoV not spiked into sample. Lab accident - BCoV not spiked into sample.","54481",NA,225223.4,2
"WI Rapids",2021-09-14,583532001,3.655,205970,9.55,5.27,NA,NA,0.75,53000,170000,170475,2191,NA,87000,180000,241464,16150,"No",6.9,6706721,20000,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54494",NA,202888.1,2
"Wolf",2021-09-14,583535001,2.035,274818,3.742,2.63,NA,NA,1,40000,130000,280024,43128,NA,66000,140000,269613,54901,"No",7.7,9612901,18000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54166",NA,274769.2,2
"Eau Claire",2021-09-14,585559001,7.09,405685,5.526,12,1212,4.16,0.625,64000,2e+05,487247,71619,NA,1e+05,220000,324124,39443,"No",7.7,13567467,75000,20.6,NA,NA,"54703",NA,397402.1,2
"Keshena",2021-09-15,583839001,0.1141,285145,0.984,0.35,NA,2.45,1,40000,130000,313106,61402,NA,66000,140000,257183,32524,"No",6.91,6893840,2500,11.8,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,283770.2,2
"Whitewater",2021-09-15,583840001,1.149,273974,2.733,3.65,1670,NA,0.75,53000,170000,318272,62289,NA,87000,180000,229676,53557,"No",7.87,12467719,14000,NA,NA,NA,"53190",NA,270369.1,2
"Platteville",2021-09-15,583852001,0.936,347287,2.728,3,NA,5.73,1,40000,130000,402765,53882,NA,66000,140000,291809,56946,"No",7.76,12897593,14000,18.64,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53818",NA,342827.1,2
"Madison",2021-09-15,583924001,37.76,168588,4.29,56,NA,NA,0.625,64000,2e+05,193513,11179,NA,1e+05,220000,143663,8084,"No",7.81,15383530,380000,NA,NA,NA,"53713",NA,166735.3,2
"Madison",2021-09-16,583926001,36.85,227327,3.346,56,NA,NA,0.625,64000,2e+05,201776,20004,NA,1e+05,220000,252879,33366,"No",7.88,16454614,380000,NA,NA,NA,"53713",NA,225886.9,2
"MMSD-P2",2021-09-16,583927001,5.95,332019,5.057,56,NA,NA,0.625,64000,2e+05,339401,40711,NA,1e+05,220000,324637,90154,"No",NA,21330043,380000,NA,NA,NA,"53713",NA,331936.9,2
"MMSD-P7",2021-09-16,583929001,4.81,205368,7.959,56,NA,NA,0.625,64000,2e+05,202045,32535,NA,1e+05,220000,208691,32306,"No",NA,14385298,380000,NA,NA,NA,"53713",NA,205341.1,2
"MMSD-P8",2021-09-16,583930001,6.59,138200,4.276,56,NA,NA,0.625,64000,2e+05,172264,102569,NA,1e+05,220000,104137,15247,"Yes",NA,14028635,380000,NA,NA,NA,"53713",NA,133936.8,2
"MMSD-P11",2021-09-16,583932001,8.79,270501,7.205,56,NA,NA,0.625,64000,2e+05,295856,6012,NA,1e+05,220000,245147,25330,"No",NA,24803979,380000,NA,NA,NA,"53713",NA,269310.6,2
"MMSD-P18",2021-09-16,583933001,10.71,282034,5.412,56,NA,NA,0.625,64000,2e+05,283711,60187,NA,1e+05,220000,280357,15445,"No",NA,7627093,380000,NA,NA,NA,"53713",NA,282029,2
"Sun Prairie",2021-09-16,583985001,2.868,750965,5.725,6.2,NA,NA,0.75,53000,170000,789503,4292,NA,87000,180000,712427,40384,"No",7.83,17360091,34926,20.5,NA,NA,"53590",NA,749975.5,2
"Baraboo",2021-09-16,584150001,1.36,297748,3.142,2.53,NA,NA,1,40000,130000,335754,28104,NA,66000,140000,259741,33305,"No",NA,14804231,14000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,295311.8,2
"BlackRiverFallsWWTP",2021-09-16,584151001,0.561,163148,6.095,1.5,NA,NA,1,40000,130000,178377,14677,NA,66000,140000,147919,7618,"No",7.18,7867610,5200,NA,NA,NA,"54615",NA,162435.7,2
"Hayward",2021-09-16,584152001,0.27603,443592,1.471,0.772,NA,NA,1,40000,130000,445643,41156,NA,66000,140000,441541,14717,"No",NA,15990186,2375,NA,NA,NA,"54843",NA,443587.3,2
"La Crosse",2021-09-16,584153001,9.51,358503,2.118,20,NA,NA,1,40000,130000,390923,7030,NA,66000,140000,326082,30923,"No",7.59,11412336,85000,NA,NA,NA,"54601",NA,357033.5,2
"Manitowoc",2021-09-16,584154001,8,119290,6.564,15.5,NA,NA,1,40000,130000,119149,18524,NA,66000,140000,119431,13137,"No",NA,4478615,34450,20.6,NA,NA,"54220",NA,119289.9,2
"Marinette",2021-09-16,584155001,1.91,731827,8.119,7.8,NA,NA,1,40000,130000,700439,26331,NA,66000,140000,763215,65047,"No",NA,12605117,10608,NA,NA,NA,"54143",NA,731153.6,2
"Marshfield",2021-09-16,584157001,2.432,NA,NA,4.63,NA,5.6,0.625,64000,2e+05,NA,-1,NA,1e+05,220000,NA,-1,"Yes",7.2,9131531,19316,20,NA,NA,"54449",NA,NA,0
"Monroe",2021-09-16,584160001,1.773,18187,0.065,3.7,NA,NA,0.625,64000,2e+05,27249,2351,NA,1e+05,220000,9125,342,"Yes",8.18,8799616,10800,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53566",NA,15768.55,2
"Oconomowoc",2021-09-16,584163001,2.881,498928,3.011,4.02,NA,2.77,1,40000,130000,481655,109409,NA,66000,140000,516202,46421,"No",7.9,14838271,34135,11.4,NA,NA,"53066",NA,498629.4,2
"Oshkosh",2021-09-16,584165001,10.48,894014,4.405,20,NA,NA,1,40000,130000,937506,42671,NA,66000,140000,850523,63325,"No",7.7,10490854,67000,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,892956,2
"Portage",2021-09-16,584168001,1.472,224017,4.65,2.102,NA,NA,1,40000,130000,204113,34572,NA,66000,140000,243921,24827,"No",7.9,59774032,10693,18.9,NA,NA,"53901",NA,223131,2
"Rib Lake",2021-09-16,584170001,0.083,2001395,2.328,0.5,NA,3.34,1,40000,130000,2121835,245116,NA,66000,140000,1880956,101834,"No",7.79,4739630,386,11.1,NA,NA,"54470",NA,1997768,2
